date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:35:14	33228/33228	---M-Z	200	added ('OK')	text/css	etag:%2281cc-5a301a0587600-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/assets/css/uikit.css	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/assets/css/uikit.css	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:35:14	5443/5443	---M-Z	200	added ('OK')	text/css	etag:%221543-584a3fcb7e880-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/assets/libs/perfect-scrollbar/perfect-scrollbar.css	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/assets/libs/perfect-scrollbar/perfect-scrollbar.css	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:35:15	506/506	---M-Z	200	added ('OK')	text/css	etag:%221fa-584a3fc5c5b00-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/assets/libs/flot/flot.css	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/assets/libs/flot/flot.css	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:35:15	684/684	---M-Z	200	added ('OK')	text/css	etag:%222ac-584a3fc996400-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/assets/libs/morris/morris.css	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/assets/libs/morris/morris.css	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:35:16	129252/129252	---M-Z	200	added ('OK')	text/html	etag:%221f8e4-5a6758c5f6600-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/index.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/index.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:35:16	90796/90796	---M-Z	200	added ('OK')	text/html	etag:%22162ac-5a6758c7dea80-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_ecommerce.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/dashboards_ecommerce.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:35:16	2347/2347	---M--	200	added ('OK')	image/png	etag:%2292b-584a3f9db7c80%22	http://html.phoenixcoded.net/empire/bootstrap/default/assets/img/logo.png	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/assets/img/logo.png	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:35:16	86982/86982	---M-Z	200	added ('OK')	text/html	etag:%22153c6-5a6758c7dea80-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:35:17	96675/96675	---M-Z	200	added ('OK')	text/html	etag:%22179a3-5a6758c7dea80-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_crypto.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/dashboards_crypto.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:35:17	108203/108203	---M-Z	200	added ('OK')	text/html	etag:%221a6ab-5a6758c7dea80-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_project.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/dashboards_project.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:35:18	136049/136049	---M-Z	200	added ('OK')	text/html	etag:%2221371-5a6758c5f6600-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/w-simple.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/w-simple.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:35:18	149080/149080	---M-Z	200	added ('OK')	text/html	etag:%2224658-5a6758c5f6600-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/w-data.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/w-data.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:35:20	179916/179916	---M-Z	200	added ('OK')	text/html	etag:%222becc-5a6758c5f6600-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/w-social.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/w-social.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:35:20	128595/128595	---M-Z	200	added ('OK')	text/html	etag:%221f653-5a6758c5f6600-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/w-chart.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/w-chart.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:35:21	108097/108097	---M-Z	200	added ('OK')	text/html	etag:%221a641-5a2f200289c00-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/layouts_sidenav_dark.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/layouts_sidenav_dark.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:35:21	108124/108124	---M-Z	200	added ('OK')	text/html	etag:%221a65c-5a2f200289c00-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/layouts_header_dark.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/layouts_header_dark.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:35:22	108105/108105	---M-Z	200	added ('OK')	text/html	etag:%221a649-5a2f200289c00-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/layouts_light.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/layouts_light.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:35:22	107544/107544	---M-Z	200	added ('OK')	text/html	etag:%221a418-5a2c5e09a0300-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/layouts_horizontal.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/layouts_horizontal.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:35:23	102206/102206	---M-Z	200	added ('OK')	text/html	etag:%2218f3e-5a6758c7dea80-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/hospital-dashboard.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/hospital-dashboard.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:35:23	83476/83476	---M-Z	200	added ('OK')	text/html	etag:%2214614-5a6758c7dea80-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/hospital-department.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/hospital-department.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:35:24	88282/88282	---M-Z	200	added ('OK')	text/html	etag:%22158da-5a6758c7dea80-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/hospital-doctor.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/hospital-doctor.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:35:24	101853/101853	---M-Z	200	added ('OK')	text/html	etag:%2218ddd-5a6758c7dea80-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/hospital-patient.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/hospital-patient.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:35:25	83877/83877	---M-Z	200	added ('OK')	text/html	etag:%22147a5-5a6758c7dea80-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/hospital-nurse.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/hospital-nurse.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:35:25	83902/83902	---M-Z	200	added ('OK')	text/html	etag:%22147be-5a6758c7dea80-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/hospital-pharmacist.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/hospital-pharmacist.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:35:26	88485/88485	---M-Z	200	added ('OK')	text/html	etag:%22159a5-5a6758c7dea80-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/hospital-laboratorie.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/hospital-laboratorie.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:35:27	85310/85310	---M-Z	200	added ('OK')	text/html	etag:%2214d3e-5a6758c7dea80-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/member-dashboard.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/member-dashboard.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:35:27	96414/96414	---M-Z	200	added ('OK')	text/html	etag:%221789e-5a6758c7dea80-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/member-mail-template.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/member-mail-template.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:35:28	464119/464119	---M-Z	200	added ('OK')	text/html	etag:%22714f7-5a6758c7dea80-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/member-countries.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/member-countries.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:35:28	85606/85606	---M-Z	200	added ('OK')	text/html	etag:%2214e66-5a6758c7dea80-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/member-coupons.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/member-coupons.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:35:29	91261/91261	---M-Z	200	added ('OK')	text/html	etag:%221647d-5a6758c7dea80-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/member-newsletter.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/member-newsletter.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:35:29	101452/101452	---M-Z	200	added ('OK')	text/html	etag:%2218c4c-5a6758c7dea80-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/member-user.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/member-user.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:35:29	83989/83989	---M-Z	200	added ('OK')	text/html	etag:%2214815-5a6758c7dea80-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/member-membership.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/member-membership.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:35:30	95905/95905	---M-Z	200	added ('OK')	text/html	etag:%22176a1-5a6758c7dea80-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/help-dashboard.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/help-dashboard.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:35:30	78236/78236	---M-Z	200	added ('OK')	text/html	etag:%221319c-5a6758c7dea80-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/help-create-ticket.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/help-create-ticket.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:35:31	125677/125677	---M-Z	200	added ('OK')	text/html	etag:%221eaed-5a6758c7dea80-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/help-ticket.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/help-ticket.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:35:31	95310/95310	---M-Z	200	added ('OK')	text/html	etag:%221744e-5a6758c7dea80-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/help-ticket-details.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/help-ticket-details.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:35:32	89563/89563	---M-Z	200	added ('OK')	text/html	etag:%2215ddb-5a6758c7dea80-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/help-customer.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/help-customer.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:35:32	95668/95668	---M-Z	200	added ('OK')	text/html	etag:%22175b4-5a6758c9c6f00-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/school-dashboard.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/school-dashboard.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:35:33	96230/96230	---M-Z	200	added ('OK')	text/html	etag:%22177e6-5a6758c9c6f00-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/school-student.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/school-student.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:35:33	91144/91144	---M-Z	200	added ('OK')	text/html	etag:%2216408-5a6758c9c6f00-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/school-parents.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/school-parents.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:35:33	91122/91122	---M-Z	200	added ('OK')	text/html	etag:%22163f2-5a6758c9c6f00-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/school-teacher.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/school-teacher.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:35:34	84778/84778	---M-Z	200	added ('OK')	text/html	etag:%2214b2a-5a6758c9c6f00-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/sis-dashboard.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/sis-dashboard.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:35:34	82075/82075	---M-Z	200	added ('OK')	text/html	etag:%221409b-5a6758c9c6f00-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/sis-leave.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/sis-leave.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:35:34	158651/158651	---M-Z	200	added ('OK')	text/html	etag:%2226bbb-5a6758c9c6f00-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/sis-evaluation.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/sis-evaluation.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:35:35	95337/95337	---M-Z	200	added ('OK')	text/html	etag:%2217469-5a6758c9c6f00-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/sis-event.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/sis-event.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
